(0,0)	0
(0,1)	0
(0,2)	0
(0,3)	0
(0,4)	0
(0,5)	0
(0,6)	0
(0,7)	0
(0,8)	0
(0,9)	0
(0,10)	0
(0,11)	0
(0,12)	0
(0,13)	0
(0,14)	0
(0,15)	0
(0,16)	0
(0,17)	0
(0,18)	0
(0,19)	0
(1,0)	0
(1,1)	0
(1,2)	0
(1,3)	0
(1,4)	0
(1,5)	0
(1,6)	0
(1,7)	0
(1,8)	0
(1,9)	0
(1,10)	2
(1,11)	6
(1,12)	0
(1,13)	0
(1,14)	0
(1,15)	0
(1,16)	0
(1,17)	0
(1,18)	0
(1,19)	0
(2,0)	0
(2,1)	0
(2,2)	0
(2,3)	0
(2,4)	0
(2,5)	0
(2,6)	0
(2,7)	2
(2,8)	9
(2,9)	11
(2,10)	3
(2,11)	13
(2,12)	29
(2,13)	7
(2,14)	0
(2,15)	0
(2,16)	0
(2,17)	0
(2,18)	0
(2,19)	0
(3,0)	0
(3,1)	0
(3,2)	0
(3,3)	0
(3,4)	0
(3,5)	0
(3,6)	9
(3,7)	8
(3,8)	11
(3,9)	15
(3,10)	5
(3,11)	22
(3,12)	15
(3,13)	18
(3,14)	45
(3,15)	6
(3,16)	1
(3,17)	0
(3,18)	0
(3,19)	0
(4,0)	0
(4,1)	0
(4,2)	0
(4,3)	0
(4,4)	1
(4,5)	1
(4,6)	2
(4,7)	1
(4,8)	4
(4,9)	2
(4,10)	4
(4,11)	4
(4,12)	4
(4,13)	7
(4,14)	4
(4,15)	12
(4,16)	3
(4,17)	0
(4,18)	0
(4,19)	0
(5,0)	0
(5,1)	0
(5,2)	0
(5,3)	0
(5,4)	18
(5,5)	4
(5,6)	9
(5,7)	5
(5,8)	6
(5,9)	6
(5,10)	4
(5,11)	14
(5,12)	4
(5,13)	9
(5,14)	18
(5,15)	11
(5,16)	30
(5,17)	8
(5,18)	0
(5,19)	0
(6,0)	0
(6,1)	0
(6,2)	0
(6,3)	1
(6,4)	6
(6,5)	2
(6,6)	3
(6,7)	2
(6,8)	1
(6,9)	3
(6,10)	0
(6,11)	2
(6,12)	4
(6,13)	7
(6,14)	5
(6,15)	9
(6,16)	11
(6,17)	10
(6,18)	0
(6,19)	0
(7,0)	0
(7,1)	0
(7,2)	0
(7,3)	16
(7,4)	11
(7,5)	4
(7,6)	13
(7,7)	0
(7,8)	7
(7,9)	3
(7,10)	1
(7,11)	2
(7,12)	4
(7,13)	5
(7,14)	3
(7,15)	4
(7,16)	23
(7,17)	35
(7,18)	24
(7,19)	0
(8,0)	0
(8,1)	0
(8,2)	0
(8,3)	9
(8,4)	11
(8,5)	0
(8,6)	5
(8,7)	0
(8,8)	1
(8,9)	1
(8,10)	1
(8,11)	1
(8,12)	0
(8,13)	4
(8,14)	9
(8,15)	5
(8,16)	10
(8,17)	21
(8,18)	19
(8,19)	0
(9,0)	0
(9,1)	0
(9,2)	10
(9,3)	11
(9,4)	16
(9,5)	2
(9,6)	6
(9,7)	4
(9,8)	2
(9,9)	1
(9,10)	1
(9,11)	2
(9,12)	1
(9,13)	3
(9,14)	11
(9,15)	2
(9,16)	12
(9,17)	29
(9,18)	27
(9,19)	0
(10,0)	0
(10,1)	0
(10,2)	5
(10,3)	16
(10,4)	11
(10,5)	3
(10,6)	5
(10,7)	1
(10,8)	0
(10,9)	1
(10,10)	0
(10,11)	3
(10,12)	0
(10,13)	4
(10,14)	4
(10,15)	3
(10,16)	7
(10,17)	23
(10,18)	24
(10,19)	0
(11,0)	0
(11,1)	0
(11,2)	1
(11,3)	10
(11,4)	12
(11,5)	1
(11,6)	3
(11,7)	0
(11,8)	1
(11,9)	3
(11,10)	1
(11,11)	4
(11,12)	0
(11,13)	3
(11,14)	6
(11,15)	2
(11,16)	18
(11,17)	25
(11,18)	36
(11,19)	0
(12,0)	0
(12,1)	0
(12,2)	1
(12,3)	8
(12,4)	25
(12,5)	5
(12,6)	7
(12,7)	2
(12,8)	4
(12,9)	5
(12,10)	0
(12,11)	5
(12,12)	1
(12,13)	5
(12,14)	5
(12,15)	5
(12,16)	18
(12,17)	31
(12,18)	21
(12,19)	0
(13,0)	0
(13,1)	0
(13,2)	0
(13,3)	0
(13,4)	7
(13,5)	5
(13,6)	4
(13,7)	5
(13,8)	3
(13,9)	2
(13,10)	2
(13,11)	0
(13,12)	3
(13,13)	3
(13,14)	9
(13,15)	8
(13,16)	19
(13,17)	29
(13,18)	6
(13,19)	0
(14,0)	0
(14,1)	0
(14,2)	0
(14,3)	0
(14,4)	18
(14,5)	1
(14,6)	10
(14,7)	7
(14,8)	6
(14,9)	4
(14,10)	1
(14,11)	3
(14,12)	3
(14,13)	5
(14,14)	15
(14,15)	6
(14,16)	27
(14,17)	25
(14,18)	0
(14,19)	0
(15,0)	0
(15,1)	0
(15,2)	0
(15,3)	0
(15,4)	3
(15,5)	0
(15,6)	6
(15,7)	4
(15,8)	6
(15,9)	11
(15,10)	2
(15,11)	6
(15,12)	2
(15,13)	6
(15,14)	15
(15,15)	6
(15,16)	18
(15,17)	1
(15,18)	0
(15,19)	0
(16,0)	0
(16,1)	0
(16,2)	0
(16,3)	0
(16,4)	0
(16,5)	3
(16,6)	23
(16,7)	8
(16,8)	26
(16,9)	19
(16,10)	4
(16,11)	23
(16,12)	13
(16,13)	22
(16,14)	35
(16,15)	10
(16,16)	8
(16,17)	0
(16,18)	0
(16,19)	0
(17,0)	0
(17,1)	0
(17,2)	0
(17,3)	0
(17,4)	0
(17,5)	0
(17,6)	0
(17,7)	1
(17,8)	3
(17,9)	3
(17,10)	0
(17,11)	8
(17,12)	2
(17,13)	7
(17,14)	3
(17,15)	0
(17,16)	0
(17,17)	0
(17,18)	0
(17,19)	0
(18,0)	0
(18,1)	0
(18,2)	0
(18,3)	0
(18,4)	0
(18,5)	0
(18,6)	0
(18,7)	1
(18,8)	4
(18,9)	15
(18,10)	3
(18,11)	19
(18,12)	4
(18,13)	4
(18,14)	0
(18,15)	0
(18,16)	0
(18,17)	0
(18,18)	0
(18,19)	0
(19,0)	0
(19,1)	0
(19,2)	0
(19,3)	0
(19,4)	0
(19,5)	0
(19,6)	0
(19,7)	0
(19,8)	0
(19,9)	0
(19,10)	0
(19,11)	0
(19,12)	0
(19,13)	0
(19,14)	0
(19,15)	0
(19,16)	0
(19,17)	0
(19,18)	0
(19,19)	0
count	44
